"Planta";"Fuente";"Enero";"Febrero";"Marzo";"Abril";"Mayo";"Junio";"Julio";"Agosto";"Septiembre";"Octubre";"Noviembre";"Diciembre"
"27";"El Angel";"Hidro";-0.904633071762357;-1.21691362687502;-1.11457910182511;-1.40469266526062;0.382172574560367;0.0979579407968083;0.120762457474487;0.251981452639693;0.0493746747321045;1.12617386774058;0.773013092170297;1.83938240560878
"28";"El Angel Ampliación";"Hidro";-0.896416784648589;-1.16501623654243;-0.969468975536821;-1.32453222296384;0.535342133672045;0.00939393563083405;-0.0304281682917894;0.167885823849507;-0.157225909447976;0.937950254143792;0.837434645015176;2.05508150512009
"29";"El Embalse";"Hidro";-0.376108599505665;-0.96048840182325;-0.98997702280471;-1.13179900966685;-0.987735310345109;-0.824354880590894;0.361193514782497;0.637400390947669;0.497127398531863;0.819313432827669;1.16357263798374;1.79185584966304
"30";"El General";"Hidro";-1.24597991648015;-1.87538343377249;-0.0160733557163015;-0.977040857924226;0.407683439369157;0.687196865280566;1.32337414854673;0.897022480364452;0.00444349183920778;-0.496405685191822;0.0534661443518734;1.237696679333
"31";"El Viejo";"Bagazo";1.54697051169369;1.34613009968225;1.64644560075888;-0.361490890268079;-0.700176873671151;-0.700176873671151;-0.700176873671151;-0.700175737651929;-0.700176873671151;-0.700176873671151;-0.699696688676929;0.722701472817876
"32";"Garabito";"Térmico";-0.318950468581174;1.82559328310737;0.128129566706363;2.35231844966184;-0.523607330914212;-0.341530316583325;-0.524717112131304;-0.524717112131304;-0.524717112131304;-0.501807989404608;-0.524717112131304;-0.521276745467033
"33";"Garita";"Hidro";-0.152916519605324;-0.816155056531796;-0.761862170101459;-0.938850003615933;0.288695150907059;0.71821623248919;0.468206449224587;-2.14122535462187;1.10366677397009;1.23348065565897;0.177586344971556;0.821157497254927
"34";"Guápiles";"Térmico";-0.0802388554681342;2.76364225687044;-0.42876600904714;1.26999211127975;-0.434673519476828;-0.409645022091256;-0.459659095266612;-0.459650579076972;-0.459647245597027;-0.459684035536273;-0.459684035536273;-0.381985971053675
"35";"Hidrozarcas";"Hidro";-1.02495516285458;-1.29032666135476;-0.867871115926523;-1.42842851090902;-0.410947842292869;0.153082947174406;0.509719835783513;0.532599516520048;0.545820216748918;0.516370114744498;0.953439494829331;1.81149716753703
"36";"Intercambio Norte";"Intercambio";0.38887297394275;1.16132422695803;1.28871862695691;2.05090013869506;0.0940058885089674;-0.659377353519165;-0.831103498588292;-0.879763996560426;-0.588334399948895;-0.626362979755812;-0.76222277950348;-0.636656847185643
"37";"Intercambio Sur";"Intercambio";0.0778620047313306;1.21044538961424;0.662113120068774;0.889516593789186;-0.193005474753324;0.222379950277357;-0.0683657328868292;-0.415182273193664;-0.485923284673355;0.630151063263941;0.184440734969164;-2.71443209120682
"38";"La Esperanza (CoopeL)";"Hidro";-1.13164592736118;-1.36495979699967;-1.02565023561465;-1.43927431487147;-0.0736009693264971;0.0855691951095793;0.7251157396328;0.489208589003981;1.01166512782385;0.516964640350897;0.764439606915834;1.44216834533653
"39";"La Joya";"Hidro";-0.961240696738349;-1.59338619938726;-1.03605535030294;-1.23292191258667;0.22288727334895;0.530073294801515;0.422142513609214;1.18937643555209;0.915853549875744;1.38829408356543;0.425335773457196;-0.270358765194908
"40";"Las Pailas II";"Geotérmico";0;0;0;0;0;-1.79355531103099;0.0825553370960201;0.641760304167575;0.937796316300842;-0.624496482907027;-0.258154035318073;1.01409387169165
"41";"Los Negros";"Hidro";-0.717969438259295;-1.05494248664365;-1.07231206964614;-1.26972593189016;-0.907694867195979;-0.0484481133123656;1.12993138554654;0.62407640782849;0.0115248046208933;0.831205939264146;0.810073731145127;1.66428063854238
"42";"Los Negros II";"Hidro";-0.681671764447577;-1.03835190398958;-1.06299708056353;-1.26955948201365;-0.862999090047121;-0.395861901812061;0.941690303632405;0.745390297667775;0.116795163938646;0.942358763239618;0.982837090441403;1.58236960395368
"43";"Los Santos";"Eólico";1.46360547229049;0.46780477249083;0.902885098806845;-0.493198724004708;-1.44039284098423;-0.316754193906135;0.555933639865258;-0.327399129579247;-0.996031217727945;-1.51969053872448;0.507230031773832;1.19600762969949
"44";"Matamoros";"Hidro";0.110131481174348;-0.826457985379371;-0.885221467760286;-1.39770433256544;-1.07580132685415;-0.661219301233456;0.0781679560561033;0.27736998463968;0.583070702699688;0.871958912179124;0.95793673285369;1.96776864419007
"45";"Miravalles I";"Geotérmico";0.288466539345477;0.0131664367998394;0.572996579276301;0.569345932400071;0.720234744608956;-3.07990956520986;0.0330865703207057;0.176260807998689;0.0998589680908567;0.237178394740923;-0.0309443982857856;0.400258989913824
"46";"Miravalles II";"Geotérmico";0.401985861268669;0.155599981557685;0.783270907702323;0.623702652156893;0.193518640341629;0.40414532156621;0.417614497659348;0.291548449063838;0.348086951322956;0.489017179166712;-1.5292008201138;-2.57928962169247
"47";"Miravalles III";"Geotérmico";-0.107911468510848;-0.44713390378115;0.833808097833616;1.00222912690312;0.998739568804893;0.754021844459118;-0.0173200477393336;-0.583426072931966;-2.413474966718;0.905493591337227;-0.696388053654624;-0.228637716002065
"48";"Miravalles V";"Geotérmico";0.763293427423515;0.537322289270832;1.08906414846164;0.948967686050471;0.804967041804227;-0.328656513980167;-1.65901709198742;-0.224964144025579;0.577774822955181;-0.318377339584058;-0.187146368118623;-2.00322795827002
"49";"Moín II";"Térmico";-0.262457144833029;2.72181978965643;0.180604631836959;0.831178394007572;-0.638371719555565;-0.639333452908317;-0.639344527990752;-0.639356167408598;-0.534427591487705;-0.639304918699113;-0.338302765904534;0.597295473286651
"50";"Moín III";"Térmico";-0.233429971480093;3.06575538494701;-0.123036522297508;0.481238342756059;-0.42905284123058;-0.429024219914525;-0.42875894918036;-0.428447605108155;-0.428897169194478;-0.42890554616503;-0.362789607997851;-0.254651295134493
"51";"MOVASA";"Eólico";1.27465545164075;0.92401103008092;1.64849310529343;0.610824681925061;-0.893917474370722;-0.605536369246566;0.160677982387299;-0.692575808953294;-1.21466988827713;-1.44519989705054;-0.173514050934189;0.406751237504976
"52";"Orosí";"Eólico";1.17621658800124;0.590614855860772;1.16658522490799;0.196270423842672;-1.28573268610103;-0.262981805110209;0.493833881104349;-0.303330635734504;-1.15941740928893;-1.8620766990565;0.295429908138597;0.954588353435556
"53";"Orotina";"Térmico";-0.514349673419036;2.01929283334627;-0.514349673419036;2.17279122069719;0.191311302509486;-0.514349673419036;-0.514349673419036;-0.514349673419036;-0.334719356181694;-0.514349673419036;-0.514349673419036;-0.448228286438001
"54";"Pailas";"Geotérmico";0.262279855223234;-0.123721303948215;0.885003168739248;0.569879726955597;0.664995030163673;0.393366396373939;-1.96812671585325;0.643214784969865;-0.00984415541968464;0.533693754595407;0.284207972911005;-2.13494851471083
"55";"Parque Solar Juanilama";"Solar";1.66679611358385;0.608603235625484;1.37422979830679;0.481866601705405;-1.74210571503125;-0.453747243770489;-0.40983202710486;-0.572150155318296;-0.830430530546921;-0.898492862842109;0.0736788494359187;0.70158393595649
"56";"Parque Solar Miravalles";"Solar";1.6724368626439;1.21957554851122;1.63820367488321;0.542772020598371;-0.759435302006829;-0.945221287165881;-0.964343459064228;-0.63566530787748;-0.489814652727348;-0.333785958049218;-0.732632374854169;-0.212089764891538
"57";"PE Cacao";"Eólico";-0.123869825572912;0.490970980152628;2.18436277498393;0.547855108591017;-0.880386263836021;-0.5042204929574;0.387045738307665;-0.499373891200826;-1.19978275328836;-1.42124724690741;0.145126047857406;0.873519823870296
"58";"PE Mogote";"Eólico";1.05835651887643;0.7389818671788;1.29213470698259;0.286771251211114;-1.13576612324587;-0.40542759061824;0.309668143087443;-0.344993072224204;-1.40331752736133;-1.72737300238446;0.473342658557952;0.85762216993977
"59";"PE Río Naranjo";"Eólico";1.09696988265327;0.507125846620843;1.32082164993927;-0.138055209045796;-1.30042364039957;-0.19233930690457;0.526723363134098;-0.265445153331863;-1.10611901471372;-1.81118733509407;0.314540748115397;1.04738816902671
"60";"PEG";"Eólico";1.26863064208701;0.745159337033144;1.40598315272945;0.177744199169886;-1.17637723930209;-0.419417326147145;0.386988058273161;-0.366720881093202;-1.16943333536618;-1.6686664147155;-0.0908811781723808;0.906990985503853
"61";"Peñas Blancas";"Hidro";-1.21877954002314;-1.45082202800118;-0.812107688664274;-1.4808481254948;0.313595199316913;0.634304521904296;1.37609086883336;0.440252786551995;0.680420053034136;0.113945076440619;0.198169970101368;1.2057789060007
"62";"Pirrís";"Hidro";-0.474272957540969;-1.15221123490658;-1.27302658519501;-0.37722579756731;0.97286134261234;1.8534732983772;-0.621982499927198;-0.633689676945527;0.278140293880258;1.48917709927352;0.299109552844154;-0.360352834904876
"63";"Plantas Eólicas";"Eólico";1.18732222778846;0.830030336332775;1.22292287612452;0.273888071065167;-1.20926240007917;-0.33101367114847;0.442686848756648;-0.465142164945812;-1.24300989736203;-1.74728369493333;0.196277861277404;0.842583607123836
"64";"Platanar";"Hidro";-0.315880086125142;-0.828578324615959;-0.84616596288433;-1.10111283739956;-0.748384599873251;-0.528557991398238;0.413064084573407;-0.855084229843446;0.833657924234328;0.831996194497122;1.24761712729341;1.89742870154166
"65";"Poás I y II";"Hidro";-0.246911966543886;-0.781741344480536;-0.857429933876584;-1.03130811751633;-0.54925337341401;-0.462184504146721;-0.569442025052247;-0.241503853788367;-0.0241053930546965;1.77669590566853;1.57228462803641;1.41489997816844
"66";"Pocosol";"Hidro";-1.23846461569187;-1.50203578064757;-0.731536894318847;-1.52472311915385;0.402049104331992;0.602932058917151;1.14466047708052;0.505684243025534;0.266304960148689;0.181791810852706;0.52081570015751;1.37252205529803
"67";"Rebeca I";"Hidro";0.852437662161347;-0.627583078986124;0.664519758589364;1.13344839876477;0.915389562534681;0.4182583037415;-0.0786585159945216;0.722706811166154;-0.68812537725199;0.172482472719458;-1.60756718091138;-1.87730881653328
"68";"Reventazón";"Hidro";-0.810694830716059;-1.31194234757123;-1.1751187865214;-1.09547122716041;0.902402916220389;-0.425820232545816;-0.125095456024111;1.63463930085811;1.35613584355015;0.450496349194933;0.559982966336728;0.0404855043787167
"69";"Río Lajas";"Hidro";-0.644812144330328;-1.31286489210846;-0.761238475400439;-1.4095938838278;0.57498016070669;-0.501091222792694;0.836149260923504;0.984604042111733;0.00396125956326971;-0.479995616927751;1.08878891772981;1.62111259435246
"70";"Río Macho";"Hidro";-0.996169516311992;-1.35314839372779;-1.15916809691121;-1.40666638757074;-0.234734536921538;0.51781270701122;0.284130758572158;0.602324178063293;0.941428268314437;1.44788648924899;0.982336626314926;0.37396790391825
"71";"Río Segundo II";"Hidro";-0.978994513238329;-1.33862061306404;-0.708972624201476;-1.51030969648545;-0.214618156204418;-0.00374965340432397;0.690387910141751;0.636713080554738;0.593305778632678;0.173139414331383;0.777004955148887;1.88471411778861
"72";"San Lorenzo (C)";"Hidro";-0.998026901437747;-1.16359950739633;-1.1020868383116;-1.19234751102621;-0.562253706624018;-0.115552996910371;0.359112977592131;0.499687428746507;0.767658311453088;1.05044450261472;0.683280532425771;1.77368370887405
"73";"Sandillal";"Hidro";1.08338593613535;0.889617190666834;1.09781191500719;1.10639961542467;1.05480841283862;0.204947862153309;-0.544859412048661;-0.752185393562105;-0.785942889289745;-0.928911272206782;-1.50166969182535;-0.92340227329333
"74";"Santa Rufina";"Hidro";0.284209998112316;-1.09568427679775;0.613703330266103;-0.510432184806988;0.549940273707042;-2.40850834157082;1.40772969764519;0.625106270291684;-0.30947513805696;0.699768621549759;0.142364839595082;0.00127691006534059
"75";"Suerkata";"Hidro";-0.487081729076723;-0.952358126502598;-1.01520853884435;-1.23713162488335;-0.990550697932097;-0.205170410791477;0.447875591105809;0.103435638987344;0.242582676088482;1.50889358842924;0.854140662875997;1.73057297054372
"76";"Taboga";"Bagazo";1.65556711719149;1.41756426140245;1.47465265529901;-0.528297762938421;-0.680539800321833;-0.680539800321833;-0.680539800321833;-0.680539800321833;-0.680539800321833;-0.680539151280247;-0.680539779803047;0.74429166173793
"77";"Tacares";"Hidro";0.00470046843887975;-1.23389667718541;-1.45812461856162;-1.6186365053039;-0.370198661003716;0.511171621660569;0.0412817572328806;0.22896401777975;0.385513207694668;1.29982718748984;1.10565255266932;1.10374564908873
"78";"Tapezco";"Hidro";-0.787436462971349;-1.61671843708676;-1.67575491770076;0;-0.669119317060629;0.376448881727114;0.711048564476983;0.889189704505564;0.877973428405866;0.863672512574513;0.404909716427868;0.625786326701589
"79";"Tejona";"Eólico";1.08802739708439;0.612734425799648;1.13870502485341;0.366885815676849;-1.16417246437899;-0.113368016782985;0.828455975429891;-0.232008353419452;-1.16267888311225;-1.96734298215086;-0.195641252167424;0.800403313167781
"80";"Tilawind";"Eólico";1.38394380583887;0.745143319790874;1.71594271457163;0.679594421878525;-0.85619714948406;-0.545525170847224;-0.00191995612052135;-0.647174625760626;-1.15008186978913;-1.45986180901041;-0.256347998229585;0.392484317161653
"81";"Torito";"Hidro";-1.01411573110486;-1.67648488613272;-1.02277629084283;-1.23906757881523;0.753158068920756;0.818763846367536;0.398538652270631;1.15742359666063;0.934506385835349;0.294515687317357;0.891970089750685;-0.29643184022731
"82";"Toro I";"Hidro";-0.891081656738815;-1.26975658026898;-1.0990974600107;-1.39919494686466;-0.279298471156994;-0.189328826190528;0.600945622849132;0.525044235100656;0.517760101920684;1.10848690251658;0.764144606709476;1.61137647213415
"83";"Toro II";"Hidro";-0.841646579169489;-1.3080001828177;-1.12144802002625;-1.42132978940571;-0.200439542731211;-0.149775798647103;0.473304122498043;0.625527744540864;0.514038718203981;1.30730736939705;0.614396988581175;1.50806496957636
"84";"Toro III";"Hidro";-0.864195023059343;-1.31426389303862;-1.13941260700076;-1.42714629410078;-0.178999747923987;-0.106864813656035;0.510877939840293;0.650010551148405;0.505377017636398;1.27892827338822;0.596869610830582;1.48881898593563
"85";"Tuis (JASEC)";"Hidro";-1.14048075419149;-1.3126567031115;-1.03465203802758;-1.09408550790739;1.01785780603522;0.582064762052889;-0.356343450007102;0.0724408528310885;0.112960546959761;1.6473311888219;1.16619748483978;0.339365811704428
"86";"Valle Central";"Eólico";1.76815308045296;0.505747930605378;1.47484853756628;-0.203771746353306;-1.04884744016422;-0.392545590787746;0.359621059603229;-0.790911976495511;-1.0783124375112;-1.35460684547097;0.151055667745482;0.609569760809631
"87";"Vara Blanca";"Hidro";-0.904102188843839;-1.1703779420516;-1.12636218642121;-1.29271408609414;-0.583885609797157;-0.0356611547111151;0.880858025776154;0.639113163762047;0.273586708468931;0.962538953207389;0.645881205854828;1.71112511084971
"88";"Ventanas-Garita";"Hidro";-0.593989163088385;-1.03979348000455;-0.963751776695476;-0.900949887403757;1.0076843802159;0.241181285285436;0.0327015728279691;0.24174216738265;-0.146184297797531;2.40480866552717;0.509323248533364;-0.792772714782784
"89";"Vientos de La Perla";"Eólico";0.802177549470925;0.709005175701384;1.02897207261566;0.509779519616168;-1.31221894074797;-0.288669579465728;0.558491383613669;-0.202537360660699;-1.1548455361789;-1.99352664442122;0.382860862224141;0.960511498232577
"90";"Vientos de Miramar";"Eólico";1.10324862288843;0.843168131758327;1.14764370817477;0.374831125799646;-1.27159443157014;-0.106445337962208;0.237010239679093;-0.263793462574615;-1.1448150714332;-1.92093800408476;0.0777633997642827;0.923921079560384
"91";"Vientos del Este";"Eólico";1.02764401046317;0.608327406908284;1.1163153406059;0.367939208670196;-1.2248315969403;-0.276253786913329;0.522408183083238;-0.296373871042438;-1.1773111164554;-1.94383993100208;0.266210412472123;1.00976574015065
"92";"Volcán";"Hidro";-0.672444757827161;-0.695859535302828;0.0384289011790281;-0.673342146738202;0.844934821921563;1.16918764944778;1.43338020346882;1.33007903710929;0.461195123483961;-1.09589727037796;-1.09589727037796;-1.04376475598633
